,Order Date,Ship Mode,Segment,Country,City,State,Category,Sub-Category,Product Name,Sales,Quantity,Profit,Returns,Payment Mode,Year,Month_Number,Month_Name
2657,2020-01-19,Standard Class,Consumer,United States,Burlington,Vermont,Office Supplies,Paper,Xerox 191,101.92,4,37.5624,,COD,2020,1,January
2658,2020-01-19,Second Class,Consumer,United States,Philadelphia,Pennsylvania,Technology,Phones,Wilson Electronics DB Pro Signal Booster,455.6,2,-93.08,,COD,2020,1,January
2659,2020-01-19,Standard Class,Consumer,United States,Burlington,Vermont,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,573.94,3,152.0232,,Cards,2020,1,January
2660,2020-01-19,Second Class,Consumer,United States,Philadelphia,Pennsylvania,Furniture,Chairs,Global Comet Stacking Arm Chair,914.271,3,-63.3765,,COD,2020,1,January
2661,2020-01-19,Second Class,Consumer,United States,Keller,Texas,Office Supplies,Labels,Avery 510,103.0,2,2.1,,Online,2020,1,January
2662,2020-01-19,Standard Class,Consumer,United States,Burlington,Vermont,Office Supplies,Envelopes,Poly String Tie Envelopes,109.04,1,0.9588,,Cards,2020,1,January
2663,2020-01-19,Second Class,Consumer,United States,Philadelphia,Pennsylvania,Office Supplies,Paper,Strathmore Photo Mount Cards,117.696,4,7.0512,,Cards,2020,1,January
2664,2020-01-19,Standard Class,Consumer,United States,Burlington,Vermont,Office Supplies,Paper,Xerox 1881,116.28,1,5.7716,,COD,2020,1,January
2665,2020-01-19,Second Class,Consumer,United States,Philadelphia,Pennsylvania,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,124.968,2,6.3936,,Online,2020,1,January
2666,2020-01-20,Standard Class,Consumer,United States,Los Angeles,California,Technology,Phones,RCA Visys Integrated PBX 8-Line Router,184.776,3,10.0485,,Online,2020,1,January
2667,2020-01-20,Second Class,Corporate,United States,New York City,New York,Furniture,Chairs,Global Deluxe Steno Chair,240.846,3,2.3094,,Online,2020,1,January
2668,2020-01-20,Standard Class,Consumer,United States,San Francisco,California,Technology,Phones,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,394.976,3,130.4913,,Online,2020,1,January
2669,2020-01-20,Standard Class,Consumer,United States,Waterbury,Connecticut,Office Supplies,Art,Newell 326,111.52,2,1.0208,,Cards,2020,1,January
2670,2020-01-20,First Class,Consumer,United States,Chicago,Illinois,Office Supplies,Labels,Avery File Folder Labels,115.52,5,4.176,,COD,2020,1,January
2671,2020-01-20,Standard Class,Consumer,United States,San Francisco,California,Office Supplies,Art,Staples in misc. colors,152.2,5,7.986,,COD,2020,1,January
2672,2020-01-21,Standard Class,Home Office,United States,Seattle,Washington,Furniture,Bookcases,O'Sullivan Cherrywood Estates Traditional Bookcase,106.98,1,18.6956,,COD,2020,1,January
2673,2020-01-21,Standard Class,Home Office,United States,Jackson,Michigan,Office Supplies,Binders,"Avery Flip-Chart Easel Binder, Black",109.52,4,42.0744,,COD,2020,1,January
2674,2020-01-21,Standard Class,Home Office,United States,Seattle,Washington,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,116.696,6,33.6474,,Online,2020,1,January
2675,2020-01-21,Standard Class,Home Office,United States,Jackson,Michigan,Technology,Phones,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",195.99,1,49.497,,COD,2020,1,January
2676,2020-01-21,Standard Class,Home Office,United States,Seattle,Washington,Technology,Accessories,Logitech Illuminated - Keyboard,207.97,3,86.3856,,Online,2020,1,January
2677,2020-01-21,Standard Class,Home Office,United States,Seattle,Washington,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,267.94,3,9.7176,,COD,2020,1,January
2678,2020-01-21,Standard Class,Consumer,United States,Aurora,Illinois,Office Supplies,Envelopes,Airmail Envelopes,299.576,4,90.6444,,Cards,2020,1,January
2679,2020-01-21,Standard Class,Home Office,United States,Jackson,Michigan,Technology,Machines,I.R.I.S IRISCard Anywhere 5 Card Scanner,361.973,3,152.0883,,Cards,2020,1,January
2680,2020-01-21,Standard Class,Home Office,United States,Charlotte,North Carolina,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",388.208,7,30.4682,,Cards,2020,1,January
2681,2020-01-21,Standard Class,Home Office,United States,Jackson,Michigan,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,669.95,5,111.591,,COD,2020,1,January
2682,2020-01-21,Standard Class,Home Office,United States,Jackson,Michigan,Office Supplies,Binders,Avery Durable Binders,87.4,5,7.056,,Cards,2020,1,January
2683,2020-01-21,Standard Class,Home Office,United States,Seattle,Washington,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,92.936,4,9.4284,,Online,2020,1,January
2684,2020-01-21,Standard Class,Home Office,United States,Seattle,Washington,Office Supplies,Binders,Acco Translucent Poly Ring Binders,132.72,5,6.552,,COD,2020,1,January
2685,2020-01-21,Standard Class,Home Office,United States,Charlotte,North Carolina,Office Supplies,Binders,GBC Recycled VeloBinder Covers,160.784,7,-28.6272,,Cards,2020,1,January
2686,2020-01-22,Standard Class,Home Office,United States,Great Falls,Montana,Office Supplies,Storage,Tennsco Single-Tier Lockers,1159.02,3,56.301,,Online,2020,1,January
2687,2020-01-22,Standard Class,Home Office,United States,Great Falls,Montana,Technology,Copiers,Canon Image Class D660 Copier,3026.95,5,1379.977,,COD,2020,1,January
2688,2020-01-22,Second Class,Corporate,United States,Chicago,Illinois,Office Supplies,Art,Newell 348,85.872,3,0.8856,,Cards,2020,1,January
2689,2020-01-22,Second Class,Corporate,United States,Chicago,Illinois,Office Supplies,Fasteners,Staples,103.12,5,4.914,,Online,2020,1,January
2690,2020-01-22,Standard Class,Home Office,United States,Great Falls,Montana,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),118.96,2,5.382,,Cards,2020,1,January
2691,2020-01-22,Standard Class,Home Office,United States,Great Falls,Montana,Office Supplies,Storage,Advantus Rolling Storage Box,162.45,3,13.8915,,COD,2020,1,January
2692,2020-01-23,Standard Class,Home Office,United States,Tucson,Arizona,Technology,Accessories,Logitech Wireless Anywhere Mouse MX for PC and Mac,132.984,2,11.998,,Online,2020,1,January
2693,2020-01-23,Standard Class,Corporate,United States,Seattle,Washington,Technology,Phones,Griffin GC17055 Auxiliary Audio Cable,136.352,6,8.6352,,Cards,2020,1,January
2694,2020-01-23,First Class,Corporate,United States,Detroit,Michigan,Furniture,Tables,Balt Solid Wood Rectangular Table,237.98,2,21.098,,Cards,2020,1,January
2695,2020-01-23,Standard Class,Corporate,United States,Seattle,Washington,Office Supplies,Paper,Xerox 192,90.48,1,3.1104,,COD,2020,1,January
2696,2020-01-23,Standard Class,Corporate,United States,Seattle,Washington,Office Supplies,Paper,Xerox 212,116.92,4,12.4416,,Cards,2020,1,January
2697,2020-01-23,Standard Class,Home Office,United States,Tucson,Arizona,Office Supplies,Binders,Wilson Jones data.warehouse D-Ring Binders with DublLock,109.938,2,-3.6212,,Cards,2020,1,January
2698,2020-01-23,Standard Class,Corporate,United States,Seattle,Washington,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,140.68,5,6.888,,Cards,2020,1,January
2699,2020-01-24,Standard Class,Corporate,United States,San Jose,California,Technology,Phones,Jensen SMPS-640 - speaker phone,149.352,3,8.2764,,Cards,2020,1,January
2700,2020-01-24,Standard Class,Corporate,United States,San Jose,California,Office Supplies,Binders,Ibico EB-19 Dual Function Manual Binding System,311.784,2,89.9548,,Online,2020,1,January
2701,2020-01-24,Standard Class,Consumer,United States,Smyrna,Georgia,Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere,98.67,3,0.1134,,Online,2020,1,January
2702,2020-01-24,Standard Class,Corporate,United States,San Jose,California,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",131.86,3,6.7236,,Cards,2020,1,January
2703,2020-01-26,Standard Class,Consumer,United States,Columbus,Georgia,Furniture,Furnishings,Artistic Insta-Plaque,100.72,4,24.4608,,Cards,2020,1,January
2704,2020-01-26,Standard Class,Consumer,United States,Columbus,Georgia,Technology,Phones,Samsung Galaxy Mega 6.3,2967.93,7,764.3818,,Cards,2020,1,January
2705,2020-01-26,Second Class,Corporate,United States,Hoover,Alabama,Office Supplies,Binders,Avery Poly Binder Pockets,111.16,2,3.4368,,COD,2020,1,January
2706,2020-01-26,Standard Class,Consumer,United States,San Francisco,California,Office Supplies,Fasteners,Binder Clips by OIC,96.84,8,5.6832,,Online,2020,1,January
2707,2020-01-26,Second Class,Corporate,United States,Hoover,Alabama,Office Supplies,Art,Newell 311,106.47,7,4.1769,,Cards,2020,1,January
2708,2020-01-26,First Class,Consumer,United States,Houston,Texas,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",141.16,2,1.816,,Online,2020,1,January
2709,2020-01-27,Second Class,Consumer,United States,Kent,Ohio,Technology,Accessories,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand,117.976,3,-8.997,,COD,2020,1,January
2710,2020-01-27,Second Class,Consumer,United States,Kent,Ohio,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,154.982,3,-26.9955,,COD,2020,1,January
2711,2020-01-27,Standard Class,Consumer,United States,New York City,New York,Technology,Phones,Jensen SMPS-640 - speaker phone,156.94,3,35.8644,,Online,2020,1,January
2712,2020-01-27,Second Class,Consumer,United States,Kent,Ohio,Office Supplies,Art,Newell 312,144.016,3,1.752,,COD,2020,1,January
2713,2020-01-28,Second Class,Home Office,United States,Costa Mesa,California,Technology,Accessories,Logitech G13 Programmable Gameboard with LCD Display,284.97,3,26.3967,1.0,Cards,2020,1,January
2714,2020-01-28,Standard Class,Consumer,United States,Wichita,Kansas,Office Supplies,Paper,Xerox 1934,292.9,5,137.151,,Cards,2020,1,January
2715,2020-01-28,Standard Class,Home Office,United States,New York City,New York,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,470.91,9,157.4685,,COD,2020,1,January
2716,2020-01-28,Second Class,Home Office,United States,Costa Mesa,California,Furniture,Furnishings,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",135.74,3,12.8316,1.0,Online,2020,1,January
2717,2020-01-29,Second Class,Consumer,United States,Marion,Iowa,Office Supplies,Paper,Xerox 1887,129.85,5,45.528,,COD,2020,1,January
2718,2020-01-29,Standard Class,Consumer,United States,San Francisco,California,Office Supplies,Binders,Clear Mylar Reinforcing Strips,167.616,8,40.3704,,COD,2020,1,January
2719,2020-01-29,Standard Class,Consumer,United States,San Francisco,California,Office Supplies,Art,Newell 339,96.34,3,2.1684,,Online,2020,1,January
2720,2020-01-29,Standard Class,Consumer,United States,New York City,New York,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,85.22,2,2.4012,,Cards,2020,1,January
2721,2020-01-29,First Class,Consumer,United States,Philadelphia,Pennsylvania,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",102.768,2,0.4768,,Online,2020,1,January
2722,2020-01-29,Second Class,Consumer,United States,Marion,Iowa,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",127.91,3,4.6221,,Cards,2020,1,January
2723,2020-01-29,Standard Class,Consumer,United States,San Francisco,California,Office Supplies,Supplies,Acme Office Executive Series Stainless Steel Trimmers,117.57,1,2.2282,,COD,2020,1,January
2724,2020-01-29,Second Class,Consumer,United States,Marion,Iowa,Office Supplies,Paper,Xerox 1997,111.96,2,6.2208,,COD,2020,1,January
2725,2020-01-29,Second Class,Consumer,United States,Marion,Iowa,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",140.48,1,3.5048,,Cards,2020,1,January
2726,2020-01-29,Standard Class,Consumer,United States,Chicago,Illinois,Office Supplies,Binders,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",114.128,4,-20.6176,,COD,2020,1,January
2727,2020-01-30,Standard Class,Consumer,United States,Aurora,Illinois,Furniture,Tables,Balt Split Level Computer Training Table,100.375,1,-47.175,,COD,2020,1,January
2728,2020-01-30,Standard Class,Home Office,United States,San Francisco,California,Furniture,Chairs,Novimex Swivel Fabric Task Chair,145.784,1,-13.5882,1.0,Cards,2020,1,January
2729,2020-01-30,Same Day,Consumer,United States,San Francisco,California,Office Supplies,Storage,Space Solutions Commercial Steel Shelving,147.3,2,6.465,,Cards,2020,1,January
2730,2020-01-30,Standard Class,Corporate,United States,Des Moines,Iowa,Technology,Phones,AT&T 841000 Phone,224.0,3,51.75,,Online,2020,1,January
2731,2020-01-30,Standard Class,Consumer,United States,Miami,Florida,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",437.136,4,-68.1096,,COD,2020,1,January
2732,2020-01-30,First Class,Home Office,United States,Seattle,Washington,Technology,Phones,Mitel 5320 IP Phone VoIP phone,618.768,4,60.4768,,Cards,2020,1,January
2733,2020-01-30,Standard Class,Consumer,United States,Aurora,Illinois,Technology,Phones,Samsung Galaxy S4,2015.168,4,250.396,,COD,2020,1,January
2734,2020-01-30,Standard Class,Home Office,United States,San Francisco,California,Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack",107.74,7,5.733,1.0,Online,2020,1,January
2735,2020-01-30,Standard Class,Corporate,United States,Des Moines,Iowa,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,111.71,1,3.4695,,Online,2020,1,January
2736,2020-01-30,Standard Class,Consumer,United States,Aurora,Illinois,Office Supplies,Art,"Quartet Omega Colored Chalk, 12/Pack",114.344,2,3.1536,,COD,2020,1,January
2737,2020-01-30,Standard Class,Home Office,United States,San Francisco,California,Office Supplies,Art,Newell 338,131.82,3,2.3814,1.0,COD,2020,1,January
2738,2020-01-30,Standard Class,Corporate,United States,Des Moines,Iowa,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,116.28,2,9.14,,COD,2020,1,January
2739,2020-01-30,Standard Class,Consumer,United States,Aurora,Illinois,Office Supplies,Supplies,Acme Tagit Stainless Steel Antibacterial Scissors,120.68,4,2.772,,Online,2020,1,January
2740,2020-01-30,Standard Class,Corporate,United States,Des Moines,Iowa,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",140.58,7,14.5236,,Online,2020,1,January
2741,2020-01-30,Standard Class,Corporate,United States,Des Moines,Iowa,Office Supplies,Art,Boston 19500 Mighty Mite Electric Pencil Sharpener,135.3,2,10.881,,Online,2020,1,January
2742,2020-01-30,Standard Class,Corporate,United States,Des Moines,Iowa,Office Supplies,Binders,GBC Instant Report Kit,162.35,5,16.175,,Online,2020,1,January
2743,2020-02-02,First Class,Corporate,United States,Columbus,Ohio,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,100.97,5,-11.994,,Cards,2020,2,February
2744,2020-02-02,Standard Class,Consumer,United States,Los Angeles,California,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",107.26,2,29.3284,,COD,2020,2,February
2745,2020-02-02,Standard Class,Corporate,United States,San Diego,California,Furniture,Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,242.58,2,12.6348,,COD,2020,2,February
2746,2020-02-02,Standard Class,Corporate,United States,San Diego,California,Technology,Machines,"HP Officejet Pro 8600 e-All-In-One Printer, Copier, Scanner, Fax",253.984,2,38.9974,,Online,2020,2,February
2747,2020-02-02,Standard Class,Corporate,United States,San Diego,California,Office Supplies,Binders,GBC Durable Plastic Covers,257.96,2,10.062,,Online,2020,2,February
2748,2020-02-02,Standard Class,Consumer,United States,Los Angeles,California,Office Supplies,Appliances,Harmony HEPA Quiet Air Purifiers,291.8,4,16.38,,COD,2020,2,February
2749,2020-02-02,First Class,Corporate,United States,Columbus,Ohio,Office Supplies,Paper,Xerox 1916,2109.304,2,29.364,,Online,2020,2,February
2750,2020-02-02,Standard Class,Consumer,United States,Los Angeles,California,Office Supplies,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",2178.04,4,38.9312,,Cards,2020,2,February
2751,2020-02-02,First Class,Corporate,United States,Columbus,Ohio,Office Supplies,Fasteners,Staples,110.456,9,6.9732,,Cards,2020,2,February
2752,2020-02-03,Standard Class,Consumer,United States,Pembroke Pines,Florida,Office Supplies,Paper,14-7/8 x 11 Blue Bar Computer Printout Paper,134.296,3,40.3536,,COD,2020,2,February
2753,2020-02-03,Second Class,Home Office,United States,Chicago,Illinois,Office Supplies,Paper,Xerox 189,443.4,5,146.79,,Online,2020,2,February
2754,2020-02-03,Standard Class,Consumer,United States,Cincinnati,Ohio,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,936.229,3,-4.1832,,COD,2020,2,February
2755,2020-02-03,Second Class,Home Office,United States,Chicago,Illinois,Furniture,Furnishings,Eldon Cleatmat Chair Mats for Medium Pile Carpets,1248.2,1,-26.085,,COD,2020,2,February
2756,2020-02-03,Standard Class,Consumer,United States,Cincinnati,Ohio,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",2298.552,2,35.694,,Cards,2020,2,February
2757,2020-02-03,Standard Class,Consumer,United States,Pembroke Pines,Florida,Office Supplies,Binders,GBC Instant Report Kit,118.882,2,-2.588,,Cards,2020,2,February
2758,2020-02-03,Second Class,Home Office,United States,Chicago,Illinois,Office Supplies,Paper,Xerox 2,119.184,1,1.8144,,Online,2020,2,February
2759,2020-02-03,Second Class,Home Office,United States,Chicago,Illinois,Office Supplies,Paper,Xerox 1893,159.584,2,23.7742,,COD,2020,2,February
2760,2020-02-04,Standard Class,Consumer,United States,Rochester,New York,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,138.67,3,8.4942,,COD,2020,2,February
2761,2020-02-05,Second Class,Consumer,United States,Waco,Texas,Office Supplies,Art,Staples in misc. colors,221.12,5,0.712,,Online,2020,2,February
2762,2020-02-05,Second Class,Consumer,United States,Waco,Texas,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,285.992,4,-426.986,,Cards,2020,2,February
2763,2020-02-05,Standard Class,Corporate,United States,Torrance,California,Office Supplies,Appliances,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",1666.7,5,459.396,,COD,2020,2,February
2764,2020-02-05,Standard Class,Corporate,United States,Torrance,California,Technology,Phones,Geemarc AmpliPOWER60,2399.2,5,41.76,,Online,2020,2,February
2765,2020-02-06,Standard Class,Corporate,United States,New York City,New York,Technology,Phones,Grandstream GXP1160 VoIP phone,256.46,6,65.9634,,Online,2020,2,February
2766,2020-02-06,Standard Class,Consumer,United States,New York City,New York,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",256.784,1,30.098,,COD,2020,2,February
2767,2020-02-06,First Class,Consumer,United States,Arlington,Virginia,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",371.97,3,79.1934,,Online,2020,2,February
2768,2020-02-06,Standard Class,Home Office,United States,San Francisco,California,Office Supplies,Paper,Xerox 1947,135.9,5,13.455,,COD,2020,2,February
2769,2020-02-06,Standard Class,Corporate,United States,New York City,New York,Office Supplies,Binders,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",134.24,4,15.606,,Online,2020,2,February
2770,2020-02-09,Standard Class,Consumer,United States,Houston,Texas,Office Supplies,Binders,GBC ProClick 150 Presentation Binding System,290.784,4,-417.0936,,Online,2020,2,February
2771,2020-02-09,Standard Class,Consumer,United States,Los Angeles,California,Office Supplies,Storage,Sensible Storage WireTech Storage Systems,403.9,5,17.745,,Cards,2020,2,February
2772,2020-02-09,Standard Class,Consumer,United States,Houston,Texas,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,2154.984,2,15.998,,Online,2020,2,February
2773,2020-02-09,Standard Class,Consumer,United States,Houston,Texas,Furniture,Furnishings,Stacking Trays by OIC,122.984,2,-2.6892,,Online,2020,2,February
2774,2020-02-09,Second Class,Corporate,United States,Los Angeles,California,Furniture,Furnishings,"Master Big Foot Doorstop, Beige",96.12,4,6.5472,,Cards,2020,2,February
2775,2020-02-09,Standard Class,Consumer,United States,Houston,Texas,Office Supplies,Appliances,Belkin F9S820V06 8 Outlet Surge,132.992,2,-32.48,,Cards,2020,2,February
2776,2020-02-10,Standard Class,Home Office,United States,Laguna Niguel,California,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",226.983,2,16.7986,,COD,2020,2,February
2777,2020-02-10,First Class,Consumer,United States,Clinton,Maryland,Office Supplies,Paper,HP Office Recycled Paper (20Lb. and 87 Bright),1958.12,4,11.3288,,COD,2020,2,February
2778,2020-02-11,Second Class,Corporate,United States,Seattle,Washington,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",126.776,3,7.7679,1.0,Cards,2020,2,February
2779,2020-02-11,First Class,Consumer,United States,Columbus,Ohio,Furniture,Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",164.568,2,-3.6892,,COD,2020,2,February
2780,2020-02-11,Second Class,Corporate,United States,San Francisco,California,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",840.336,7,7.7343,,COD,2020,2,February
2781,2020-02-11,Standard Class,Corporate,United States,New York City,New York,Office Supplies,Labels,Avery 473,936.7,2,9.936,,COD,2020,2,February
2782,2020-02-11,Second Class,Corporate,United States,Seattle,Washington,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black",986.136,4,108.3528,1.0,Online,2020,2,February
2783,2020-02-13,Standard Class,Consumer,United States,Minneapolis,Minnesota,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",116.64,8,38.9752,,Cards,2020,2,February
2784,2020-02-13,Standard Class,Consumer,United States,Seattle,Washington,Furniture,Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",120.53,1,21.506,,Cards,2020,2,February
2785,2020-02-13,Standard Class,Consumer,United States,Seattle,Washington,Technology,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,835.96,4,343.9828,,Online,2020,2,February
2786,2020-02-13,Standard Class,Consumer,United States,Seattle,Washington,Office Supplies,Art,Newell 311,919.63,3,1.7901,,COD,2020,2,February
2787,2020-02-13,Standard Class,Corporate,United States,New York City,New York,Office Supplies,Paper,Xerox 1903,96.94,3,8.7906,,Cards,2020,2,February
2788,2020-02-13,Standard Class,Consumer,United States,Baltimore,Maryland,Office Supplies,Art,Barrel Sharpener,117.71,3,2.7846,,Online,2020,2,February
2789,2020-02-13,Standard Class,Consumer,United States,Baltimore,Maryland,Office Supplies,Supplies,Acme Elite Stainless Steel Scissors,144.02,3,6.5052,,COD,2020,2,February
2790,2020-02-16,Standard Class,Corporate,United States,Fairfield,Connecticut,Office Supplies,Storage,Fellowes Staxonsteel Drawer Files,612.51,3,81.1314,,Cards,2020,2,February
2791,2020-02-16,Standard Class,Consumer,United States,Decatur,Illinois,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,631.558,3,-8.5794,,Online,2020,2,February
2792,2020-02-16,Standard Class,Corporate,United States,Fairfield,Connecticut,Technology,Phones,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",850.99,1,7.3451,,Online,2020,2,February
2793,2020-02-16,Standard Class,Consumer,United States,Decatur,Illinois,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",110.692,1,-3.6537,,COD,2020,2,February
2794,2020-02-16,Standard Class,Consumer,United States,Decatur,Illinois,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",94.368,2,6.1992,,Cards,2020,2,February
2795,2020-02-16,Standard Class,Consumer,United States,Decatur,Illinois,Office Supplies,Art,Newell 312,134.032,6,3.504,,Online,2020,2,February
2796,2020-02-16,Standard Class,Consumer,United States,New York City,New York,Office Supplies,Paper,Xerox 1912,140.94,2,18.2112,,Online,2020,2,February
2797,2020-02-16,Standard Class,Consumer,United States,Decatur,Illinois,Office Supplies,Storage,"Tennsco Lockers, Gray",156.352,3,-8.1822,,Online,2020,2,February
2798,2020-02-17,First Class,Home Office,United States,Troy,Ohio,Technology,Phones,Vtech CS6719,104.594,1,-11.5188,1.0,Online,2020,2,February
2799,2020-02-17,First Class,Home Office,United States,Houston,Texas,Furniture,Bookcases,"Sauder Mission Library with Doors, Fruitwood Finish",132.0664,1,-17.0274,,Online,2020,2,February
2800,2020-02-17,Standard Class,Home Office,United States,Chicago,Illinois,Technology,Phones,LG Exalt,165.792,1,10.9193,,COD,2020,2,February
2801,2020-02-17,Standard Class,Home Office,United States,Perth Amboy,New Jersey,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,186.45,5,39.948,,COD,2020,2,February
2802,2020-02-17,First Class,Home Office,United States,Houston,Texas,Office Supplies,Art,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",205.44,6,52.632,,Online,2020,2,February
2803,2020-02-17,First Class,Home Office,United States,Houston,Texas,Technology,Phones,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,479.336,4,-87.6672,,COD,2020,2,February
2804,2020-02-17,First Class,Home Office,United States,Troy,Ohio,Furniture,Tables,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",504.97,5,-106.393,1.0,Online,2020,2,February
2805,2020-02-17,Standard Class,Home Office,United States,Chicago,Illinois,Furniture,Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",524.96,3,-269.3376,,COD,2020,2,February
2806,2020-02-17,First Class,Home Office,United States,Troy,Ohio,Furniture,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs,938.43,5,-12.849,1.0,Online,2020,2,February
2807,2020-02-17,First Class,Home Office,United States,Troy,Ohio,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",92.715,5,-4.7625,1.0,Online,2020,2,February
2808,2020-02-17,Standard Class,Home Office,United States,Perth Amboy,New Jersey,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",128.76,2,5.7624,,COD,2020,2,February
2809,2020-02-17,First Class,Home Office,United States,Troy,Ohio,Furniture,Furnishings,Flat Face Poster Frame,126.144,2,8.2896,1.0,Online,2020,2,February
2810,2020-02-17,Second Class,Consumer,United States,Lafayette,Louisiana,Technology,Phones,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,125.16,3,8.4564,,Online,2020,2,February
2811,2020-02-18,Second Class,Corporate,United States,Los Angeles,California,Technology,Accessories,Memorex Micro Travel Drive 32 GB,146.53,3,47.0979,,Online,2020,2,February
2812,2020-02-18,Second Class,Corporate,United States,Los Angeles,California,Technology,Phones,iHome FM Clock Radio with Lightning Dock,197.976,3,10.4985,,Online,2020,2,February
2813,2020-02-18,Second Class,Corporate,United States,Los Angeles,California,Office Supplies,Labels,Avery 493,84.82,2,4.8118,,Online,2020,2,February
2814,2020-02-19,Standard Class,Consumer,United States,Seattle,Washington,Office Supplies,Fasteners,Rubber Band Ball,831.22,3,0.2244,,COD,2020,2,February
2815,2020-02-19,Second Class,Corporate,United States,Roswell,Georgia,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center,1259.86,7,361.2994,,COD,2020,2,February
2816,2020-02-19,First Class,Home Office,United States,Los Angeles,California,Office Supplies,Art,Newell 320,133.84,3,3.4668,,Online,2020,2,February
